" 123.236.163.201",,HOME_CONTENT_SCREEN,"FILLED ADRESS","VALIDATION OF ADRESS FIELD"
" 123.236.163.201",,HOME_CONTENT_SCREEN,CLICKED_create,"ENTER INTO MAIN ACCORDIAN"
" 123.236.163.201",,HOME_CONTENT_SCREEN,FORWORD_CLICK,"ENTER TO SCREEN '' FROM SCREEN ''"
